odtaz_timeslot,o2d_taz,timeslot,ODcount
"7-17,9-17",7-17,9-17,36
"7-18,9-17",7-18,9-17,12
"7-181,7-9",7-181,7-9,12
"7-19,19-24",7-19,19-24,12
"7-199,0-7",7-199,0-7,12
"7-2,0-7",7-2,0-7,36
"7-2,17-19",7-2,17-19,48
"7-2,19-24",7-2,19-24,60
"7-2,7-9",7-2,7-9,108
"7-2,9-17",7-2,9-17,156
"7-20,17-19",7-20,17-19,12
"7-20,9-17",7-20,9-17,12
"7-201,0-7",7-201,0-7,12
"7-201,19-24",7-201,19-24,24
"7-21,0-7",7-21,0-7,12
"7-21,17-19",7-21,17-19,24
"7-21,9-17",7-21,9-17,48
"7-22,0-7",7-22,0-7,12
"7-22,17-19",7-22,17-19,24
"7-22,7-9",7-22,7-9,12
"7-22,9-17",7-22,9-17,84
"7-25,19-24",7-25,19-24,12
"7-25,9-17",7-25,9-17,12
"7-3,0-7",7-3,0-7,72
"7-3,17-19",7-3,17-19,204
"7-3,19-24",7-3,19-24,132
"7-3,7-9",7-3,7-9,108
"7-3,9-17",7-3,9-17,420
"7-30,9-17",7-30,9-17,12
"7-32,9-17",7-32,9-17,24
"7-33,0-7",7-33,0-7,12
"7-33,17-19",7-33,17-19,12
"7-33,9-17",7-33,9-17,12
"7-39,0-7",7-39,0-7,12
"7-39,17-19",7-39,17-19,12
"7-44,7-9",7-44,7-9,12
"7-46,0-7",7-46,0-7,12
"7-46,17-19",7-46,17-19,120
"7-46,19-24",7-46,19-24,72
"7-46,7-9",7-46,7-9,36
"7-46,9-17",7-46,9-17,264
"7-47,0-7",7-47,0-7,36
"7-47,17-19",7-47,17-19,156
"7-47,19-24",7-47,19-24,144
"7-47,7-9",7-47,7-9,264
"7-47,9-17",7-47,9-17,396
"7-54,9-17",7-54,9-17,12
"7-55,19-24",7-55,19-24,12
"7-58,19-24",7-58,19-24,12
"7-7,9-17",7-7,9-17,24
"7-8,0-7",7-8,0-7,12
"7-82,9-17",7-82,9-17,12
"7-83,0-7",7-83,0-7,12
"7-83,17-19",7-83,17-19,240
"7-83,19-24",7-83,19-24,372
"7-83,7-9",7-83,7-9,360
"7-83,9-17",7-83,9-17,528
"7-84,0-7",7-84,0-7,84
"7-84,17-19",7-84,17-19,72
"7-84,19-24",7-84,19-24,60
"7-84,7-9",7-84,7-9,84
"7-84,9-17",7-84,9-17,72
"7-85,0-7",7-85,0-7,156
"7-85,17-19",7-85,17-19,396
"7-85,19-24",7-85,19-24,528
"7-85,7-9",7-85,7-9,432
"7-85,9-17",7-85,9-17,900
"7-86,17-19",7-86,17-19,12
"7-86,9-17",7-86,9-17,12
"7-87,0-7",7-87,0-7,36
"7-87,19-24",7-87,19-24,12
"7-87,7-9",7-87,7-9,36
"7-87,9-17",7-87,9-17,12
"7-89,19-24",7-89,19-24,12
"7-89,9-17",7-89,9-17,36
"7-97,17-19",7-97,17-19,12
"7-99,9-17",7-99,9-17,8
"70-1,9-17",70-1,9-17,12
"70-114,9-17",70-114,9-17,12
"70-12,0-7",70-12,0-7,12
"70-134,7-9",70-134,7-9,12
"70-201,0-7",70-201,0-7,12
"70-21,0-7",70-21,0-7,12
"70-33,0-7",70-33,0-7,12
"70-33,7-9",70-33,7-9,12
"70-83,0-7",70-83,0-7,12
"71-1015,9-17",71-1015,9-17,12
"71-104,19-24",71-104,19-24,12
"71-144,0-7",71-144,0-7,12
"71-163,9-17",71-163,9-17,12
"71-181,9-17",71-181,9-17,12
"71-3,7-9",71-3,7-9,12
"71-3,9-17",71-3,9-17,12
"71-32,9-17",71-32,9-17,12
"71-41,19-24",71-41,19-24,12
"71-47,7-9",71-47,7-9,12
"71-54,0-7",71-54,0-7,12
"71-63,0-7",71-63,0-7,24
"71-7,7-9",71-7,7-9,12
"71-76,7-9",71-76,7-9,24
"71-77,9-17",71-77,9-17,24
"72-24,9-17",72-24,9-17,12
"72-34,9-17",72-34,9-17,12
"72-6,7-9",72-6,7-9,12
"72-73,0-7",72-73,0-7,12
"73-1,0-7",73-1,0-7,12
"73-1009,0-7",73-1009,0-7,12
"73-117,9-17",73-117,9-17,12
"73-142,9-17",73-142,9-17,12
"73-199,19-24",73-199,19-24,12
"73-20,9-17",73-20,9-17,12
"73-21,9-17",73-21,9-17,12
"73-33,19-24",73-33,19-24,12
"73-35,9-17",73-35,9-17,12
"73-36,9-17",73-36,9-17,12
"73-45,0-7",73-45,0-7,12
"73-70,9-17",73-70,9-17,12
"73-74,19-24",73-74,19-24,24
"73-83,19-24",73-83,19-24,12
"73-84,0-7",73-84,0-7,12
"73-87,9-17",73-87,9-17,12
"74-101,9-17",74-101,9-17,12
"74-1015,17-19",74-1015,17-19,12
"74-164,19-24",74-164,19-24,12
"74-201,0-7",74-201,0-7,12
"74-203,0-7",74-203,0-7,12
"74-204,19-24",74-204,19-24,12
"74-4,7-9",74-4,7-9,12
"74-41,19-24",74-41,19-24,12
"74-76,19-24",74-76,19-24,12
"74-84,7-9",74-84,7-9,12
"74-85,0-7",74-85,0-7,12
"74-86,17-19",74-86,17-19,12
"74-86,19-24",74-86,19-24,12
"75-1013,0-7",75-1013,0-7,12
"75-129,0-7",75-129,0-7,12
"75-149,19-24",75-149,19-24,12
"75-196,0-7",75-196,0-7,12
"75-201,9-17",75-201,9-17,12
"75-3,19-24",75-3,19-24,12
"75-47,0-7",75-47,0-7,24
"75-75,9-17",75-75,9-17,12
"75-87,19-24",75-87,19-24,12
"76-132,9-17",76-132,9-17,12
"76-144,19-24",76-144,19-24,12
"76-151,9-17",76-151,9-17,12
"76-153,9-17",76-153,9-17,24
"76-164,0-7",76-164,0-7,12
"76-181,7-9",76-181,7-9,12
"76-198,7-9",76-198,7-9,12
"76-198,9-17",76-198,9-17,36
"76-200,19-24",76-200,19-24,12
"76-201,0-7",76-201,0-7,12
"76-201,19-24",76-201,19-24,12
"76-201,9-17",76-201,9-17,36
"76-203,0-7",76-203,0-7,12
"76-203,9-17",76-203,9-17,48
"76-204,17-19",76-204,17-19,24
"76-204,7-9",76-204,7-9,12
"76-204,9-17",76-204,9-17,36
"76-208,19-24",76-208,19-24,12
"76-22,0-7",76-22,0-7,12
"76-3,17-19",76-3,17-19,12
"76-3,19-24",76-3,19-24,48
"76-3,7-9",76-3,7-9,24
"76-3,9-17",76-3,9-17,60
"76-33,9-17",76-33,9-17,12
"76-35,19-24",76-35,19-24,12
"76-39,19-24",76-39,19-24,12
"76-44,9-17",76-44,9-17,12
"76-47,17-19",76-47,17-19,12
"76-63,19-24",76-63,19-24,12
"76-7,0-7",76-7,0-7,12
"76-79,9-17",76-79,9-17,36
"76-85,9-17",76-85,9-17,12
"76-99,7-9",76-99,7-9,12
"77-10,9-17",77-10,9-17,12
"77-104,0-7",77-104,0-7,12
"77-12,9-17",77-12,9-17,12
"77-129,9-17",77-129,9-17,12
"77-142,7-9",77-142,7-9,12
"77-144,7-9",77-144,7-9,24
"77-156,17-19",77-156,17-19,12
"77-156,19-24",77-156,19-24,12
"77-156,9-17",77-156,9-17,12
"77-159,0-7",77-159,0-7,12
"77-159,17-19",77-159,17-19,12
"77-162,0-7",77-162,0-7,12
"77-164,9-17",77-164,9-17,12
"77-181,17-19",77-181,17-19,12
"77-181,7-9",77-181,7-9,12
"77-184,7-9",77-184,7-9,12
"77-186,19-24",77-186,19-24,12
"77-198,0-7",77-198,0-7,12
"77-198,7-9",77-198,7-9,12
"77-198,9-17",77-198,9-17,12
"77-199,0-7",77-199,0-7,12
"77-2,19-24",77-2,19-24,12
"77-200,0-7",77-200,0-7,12
"77-201,0-7",77-201,0-7,12
"77-201,7-9",77-201,7-9,12
"77-201,9-17",77-201,9-17,24
"77-203,9-17",77-203,9-17,36
"77-204,0-7",77-204,0-7,12
"77-207,17-19",77-207,17-19,12
"77-3,17-19",77-3,17-19,24
"77-3,19-24",77-3,19-24,24
"77-3,7-9",77-3,7-9,12
"77-3,9-17",77-3,9-17,24
"77-4,0-7",77-4,0-7,12
"77-52,19-24",77-52,19-24,12
"77-55,9-17",77-55,9-17,12
"77-63,0-7",77-63,0-7,24
"77-63,9-17",77-63,9-17,24
"77-71,0-7",77-71,0-7,12
"79-1002,9-17",79-1002,9-17,12
"79-1003,17-19",79-1003,17-19,12
"79-1010,17-19",79-1010,17-19,12
"79-104,7-9",79-104,7-9,12
"79-107,7-9",79-107,7-9,12
"79-127,19-24",79-127,19-24,12
"79-140,9-17",79-140,9-17,12
"79-142,0-7",79-142,0-7,10
"79-153,19-24",79-153,19-24,12
"79-160,0-7",79-160,0-7,24
"79-161,19-24",79-161,19-24,12
"79-17,0-7",79-17,0-7,12
"79-182,9-17",79-182,9-17,12
"79-2,9-17",79-2,9-17,12
"79-201,9-17",79-201,9-17,12
"79-26,9-17",79-26,9-17,12
"79-3,19-24",79-3,19-24,12
"79-45,17-19",79-45,17-19,12
"79-47,0-7",79-47,0-7,24
"79-47,17-19",79-47,17-19,12
"79-47,19-24",79-47,19-24,12
"79-67,0-7",79-67,0-7,24
"79-79,17-19",79-79,17-19,24
"79-79,9-17",79-79,9-17,24
"79-81,19-24",79-81,19-24,12
"79-85,17-19",79-85,17-19,11
"79-87,9-17",79-87,9-17,12
"8-1,19-24",8-1,19-24,12
"8-1004,0-7",8-1004,0-7,12
"8-1008,7-9",8-1008,7-9,12
"8-1009,9-17",8-1009,9-17,12
"8-104,7-9",8-104,7-9,12
"8-113,7-9",8-113,7-9,12
"8-17,7-9",8-17,7-9,12
"8-2,19-24",8-2,19-24,12
"8-2,9-17",8-2,9-17,12
"8-3,0-7",8-3,0-7,12
"8-3,17-19",8-3,17-19,12
"8-3,9-17",8-3,9-17,12
"8-46,19-24",8-46,19-24,24
"8-55,9-17",8-55,9-17,12
"8-7,19-24",8-7,19-24,12
"8-7,9-17",8-7,9-17,24
"8-84,17-19",8-84,17-19,12
"8-85,0-7",8-85,0-7,12
"8-85,17-19",8-85,17-19,24
"8-85,19-24",8-85,19-24,12
"8-85,9-17",8-85,9-17,24
"80-100,7-9",80-100,7-9,12
"80-1003,19-24",80-1003,19-24,12
"80-104,17-19",80-104,17-19,12
"80-107,0-7",80-107,0-7,12
"80-107,9-17",80-107,9-17,12
"80-160,19-24",80-160,19-24,12
"80-199,9-17",80-199,9-17,12
"80-201,17-19",80-201,17-19,12
"80-79,0-7",80-79,0-7,24
"80-80,19-24",80-80,19-24,24
"80-94,7-9",80-94,7-9,12
"81-1,0-7",81-1,0-7,12
"81-1009,0-7",81-1009,0-7,12
"81-1009,17-19",81-1009,17-19,12
"81-1009,19-24",81-1009,19-24,12
"81-104,0-7",81-104,0-7,12
"81-104,19-24",81-104,19-24,12
"81-107,9-17",81-107,9-17,12
"81-114,0-7",81-114,0-7,12
"81-171,9-17",81-171,9-17,12
"81-185,9-17",81-185,9-17,24
"81-2,19-24",81-2,19-24,12
"81-203,17-19",81-203,17-19,12
"81-36,7-9",81-36,7-9,12
"81-52,0-7",81-52,0-7,12
"81-82,19-24",81-82,19-24,24
"81-83,9-17",81-83,9-17,12
"81-86,0-7",81-86,0-7,12
"81-89,19-24",81-89,19-24,12
"81-99,9-17",81-99,9-17,12
"82-1005,19-24",82-1005,19-24,12
"82-1009,17-19",82-1009,17-19,12
"82-104,0-7",82-104,0-7,12
"82-128,19-24",82-128,19-24,12
"82-129,7-9",82-129,7-9,12
"82-163,17-19",82-163,17-19,12
"82-190,9-17",82-190,9-17,12
"82-2,19-24",82-2,19-24,12
"82-205,9-17",82-205,9-17,12
"82-3,0-7",82-3,0-7,24
"82-45,7-9",82-45,7-9,12
"82-47,0-7",82-47,0-7,24
"82-82,0-7",82-82,0-7,24
"82-86,19-24",82-86,19-24,12
"83-1,0-7",83-1,0-7,24
"83-1,19-24",83-1,19-24,36
"83-1,9-17",83-1,9-17,108
"83-10,19-24",83-10,19-24,12
"83-10,7-9",83-10,7-9,24
"83-10,9-17",83-10,9-17,12
"83-100,7-9",83-100,7-9,12
"83-1001,7-9",83-1001,7-9,12
"83-1003,0-7",83-1003,0-7,12
"83-1005,19-24",83-1005,19-24,12
"83-1009,7-9",83-1009,7-9,12
"83-1009,9-17",83-1009,9-17,12
"83-1013,19-24",83-1013,19-24,72
"83-1013,7-9",83-1013,7-9,84
"83-1013,9-17",83-1013,9-17,120
"83-1015,9-17",83-1015,9-17,12
"83-104,19-24",83-104,19-24,12
"83-104,7-9",83-104,7-9,12
"83-104,9-17",83-104,9-17,24
"83-108,9-17",83-108,9-17,12
"83-113,9-17",83-113,9-17,12
"83-116,19-24",83-116,19-24,12
"83-131,17-19",83-131,17-19,10
"83-144,9-17",83-144,9-17,9
"83-162,19-24",83-162,19-24,12
"83-162,9-17",83-162,9-17,12
"83-163,17-19",83-163,17-19,12
"83-164,0-7",83-164,0-7,12
"83-164,7-9",83-164,7-9,12
"83-164,9-17",83-164,9-17,12
"83-165,19-24",83-165,19-24,12
"83-17,7-9",83-17,7-9,12
"83-181,9-17",83-181,9-17,12
"83-186,0-7",83-186,0-7,12
"83-19,0-7",83-19,0-7,12
"83-19,9-17",83-19,9-17,12
"83-2,17-19",83-2,17-19,12
"83-2,19-24",83-2,19-24,24
"83-2,7-9",83-2,7-9,12
"83-2,9-17",83-2,9-17,33
"83-20,19-24",83-20,19-24,12
"83-205,7-9",83-205,7-9,12
"83-21,9-17",83-21,9-17,36
"83-22,19-24",83-22,19-24,12
"83-22,7-9",83-22,7-9,12
"83-22,9-17",83-22,9-17,24
"83-3,0-7",83-3,0-7,300
"83-3,17-19",83-3,17-19,252
"83-3,19-24",83-3,19-24,264
"83-3,7-9",83-3,7-9,36
"83-3,9-17",83-3,9-17,1500
"83-32,0-7",83-32,0-7,12
"83-32,19-24",83-32,19-24,12
"83-32,9-17",83-32,9-17,12
"83-33,9-17",83-33,9-17,12
"83-42,9-17",83-42,9-17,12
"83-45,7-9",83-45,7-9,12
"83-46,0-7",83-46,0-7,24
"83-46,9-17",83-46,9-17,24
"83-47,0-7",83-47,0-7,48
"83-47,17-19",83-47,17-19,60
"83-47,19-24",83-47,19-24,72
"83-47,9-17",83-47,9-17,480
"83-6,0-7",83-6,0-7,12
"83-6,9-17",83-6,9-17,12
"83-67,9-17",83-67,9-17,12
"83-7,0-7",83-7,0-7,120
"83-7,17-19",83-7,17-19,168
"83-7,19-24",83-7,19-24,264
"83-7,7-9",83-7,7-9,132
"83-7,9-17",83-7,9-17,1160
"83-72,9-17",83-72,9-17,12
"83-74,7-9",83-74,7-9,24
"83-8,9-17",83-8,9-17,12
"83-81,9-17",83-81,9-17,24
"83-84,7-9",83-84,7-9,12
"83-85,17-19",83-85,17-19,12
"83-85,19-24",83-85,19-24,12
"83-86,0-7",83-86,0-7,12
"83-87,9-17",83-87,9-17,24
"84-1,0-7",84-1,0-7,48
"84-1,17-19",84-1,17-19,84
"84-1,19-24",84-1,19-24,120
"84-1,7-9",84-1,7-9,84
"84-1,9-17",84-1,9-17,132
"84-10,17-19",84-10,17-19,48
"84-10,7-9",84-10,7-9,12
"84-10,9-17",84-10,9-17,24
"84-1002,7-9",84-1002,7-9,12
"84-1002,9-17",84-1002,9-17,36
"84-1003,0-7",84-1003,0-7,12
"84-1003,17-19",84-1003,17-19,36
"84-1003,19-24",84-1003,19-24,12
"84-1003,7-9",84-1003,7-9,48
"84-1003,9-17",84-1003,9-17,84
"84-1004,0-7",84-1004,0-7,48
"84-1004,17-19",84-1004,17-19,12
"84-1004,7-9",84-1004,7-9,36
"84-1004,9-17",84-1004,9-17,36
"84-1005,19-24",84-1005,19-24,9
"84-1008,9-17",84-1008,9-17,12
"84-1009,19-24",84-1009,19-24,12
"84-1009,7-9",84-1009,7-9,12
"84-1009,9-17",84-1009,9-17,12
"84-1010,17-19",84-1010,17-19,12
"84-1010,19-24",84-1010,19-24,24
"84-1010,9-17",84-1010,9-17,12
"84-1011,19-24",84-1011,19-24,12
"84-1013,0-7",84-1013,0-7,60
"84-1013,17-19",84-1013,17-19,84
"84-1013,19-24",84-1013,19-24,204
"84-1013,7-9",84-1013,7-9,96
"84-1013,9-17",84-1013,9-17,240
"84-1015,19-24",84-1015,19-24,12
"84-1015,9-17",84-1015,9-17,12
"84-104,17-19",84-104,17-19,24
"84-104,19-24",84-104,19-24,12
"84-104,7-9",84-104,7-9,12
"84-104,9-17",84-104,9-17,24
"84-108,9-17",84-108,9-17,12
"84-113,17-19",84-113,17-19,12
"84-113,19-24",84-113,19-24,12
"84-113,7-9",84-113,7-9,12
"84-113,9-17",84-113,9-17,84
"84-114,17-19",84-114,17-19,12
"84-155,19-24",84-155,19-24,9
"84-155,9-17",84-155,9-17,24
"84-161,19-24",84-161,19-24,24
"84-161,9-17",84-161,9-17,12
"84-163,19-24",84-163,19-24,12
"84-164,0-7",84-164,0-7,12
"84-164,19-24",84-164,19-24,60
"84-164,7-9",84-164,7-9,48
"84-164,9-17",84-164,9-17,24
"84-165,19-24",84-165,19-24,12
"84-165,7-9",84-165,7-9,12
"84-168,9-17",84-168,9-17,12
"84-17,17-19",84-17,17-19,24
"84-17,9-17",84-17,9-17,24
"84-179,9-17",84-179,9-17,12
"84-199,19-24",84-199,19-24,12
"84-2,17-19",84-2,17-19,12
"84-2,19-24",84-2,19-24,12
"84-2,7-9",84-2,7-9,24
"84-2,9-17",84-2,9-17,108
"84-20,9-17",84-20,9-17,12
"84-206,7-9",84-206,7-9,11
"84-207,9-17",84-207,9-17,12
"84-21,7-9",84-21,7-9,12
"84-22,17-19",84-22,17-19,12
"84-22,9-17",84-22,9-17,24
"84-3,0-7",84-3,0-7,36
"84-3,17-19",84-3,17-19,12
"84-3,19-24",84-3,19-24,48
"84-3,7-9",84-3,7-9,48
"84-3,9-17",84-3,9-17,312
"84-33,7-9",84-33,7-9,12
"84-33,9-17",84-33,9-17,12
"84-42,0-7",84-42,0-7,12
"84-42,9-17",84-42,9-17,12
"84-45,0-7",84-45,0-7,12
"84-45,7-9",84-45,7-9,12
"84-46,0-7",84-46,0-7,12
"84-46,17-19",84-46,17-19,12
"84-46,19-24",84-46,19-24,12
"84-46,7-9",84-46,7-9,36
"84-46,9-17",84-46,9-17,72
"84-47,0-7",84-47,0-7,12
"84-47,17-19",84-47,17-19,36
"84-47,19-24",84-47,19-24,72
"84-47,7-9",84-47,7-9,24
"84-47,9-17",84-47,9-17,180
"84-48,17-19",84-48,17-19,12
"84-48,9-17",84-48,9-17,24
"84-6,9-17",84-6,9-17,24
"84-64,0-7",84-64,0-7,24
"84-64,19-24",84-64,19-24,48
"84-7,0-7",84-7,0-7,48
"84-7,17-19",84-7,17-19,132
"84-7,19-24",84-7,19-24,84
"84-7,7-9",84-7,7-9,156
"84-7,9-17",84-7,9-17,360
"84-74,17-19",84-74,17-19,24
"84-77,0-7",84-77,0-7,24
"84-77,19-24",84-77,19-24,24
"84-8,7-9",84-8,7-9,12
"84-83,19-24",84-83,19-24,12
"84-83,7-9",84-83,7-9,36
"84-83,9-17",84-83,9-17,12
"84-84,0-7",84-84,0-7,12
"84-84,17-19",84-84,17-19,96
"84-84,19-24",84-84,19-24,60
"84-84,7-9",84-84,7-9,84
"84-84,9-17",84-84,9-17,60
"84-85,0-7",84-85,0-7,12
"84-85,17-19",84-85,17-19,12
"84-85,19-24",84-85,19-24,24
"84-85,7-9",84-85,7-9,48
"84-85,9-17",84-85,9-17,48
"84-86,9-17",84-86,9-17,12
"84-87,19-24",84-87,19-24,12
"84-87,7-9",84-87,7-9,12
"84-87,9-17",84-87,9-17,24
"84-89,9-17",84-89,9-17,12
"84-96,7-9",84-96,7-9,12
"85-1,0-7",85-1,0-7,108
"85-1,17-19",85-1,17-19,252
"85-1,19-24",85-1,19-24,528
"85-1,7-9",85-1,7-9,144
"85-1,9-17",85-1,9-17,648
"85-10,17-19",85-10,17-19,36
"85-10,19-24",85-10,19-24,12
"85-10,7-9",85-10,7-9,12
"85-10,9-17",85-10,9-17,72
"85-100,9-17",85-100,9-17,12
"85-1003,9-17",85-1003,9-17,12
"85-1004,19-24",85-1004,19-24,12
"85-1005,9-17",85-1005,9-17,24
"85-1009,19-24",85-1009,19-24,21
"85-1009,7-9",85-1009,7-9,12
"85-1009,9-17",85-1009,9-17,48
"85-1010,19-24",85-1010,19-24,12
"85-1013,0-7",85-1013,0-7,192
"85-1013,17-19",85-1013,17-19,432
"85-1013,19-24",85-1013,19-24,840
"85-1013,7-9",85-1013,7-9,504
"85-1013,9-17",85-1013,9-17,1476
"85-1015,19-24",85-1015,19-24,12
"85-104,0-7",85-104,0-7,12
"85-104,7-9",85-104,7-9,12
"85-113,9-17",85-113,9-17,12
"85-128,0-7",85-128,0-7,12
"85-142,0-7",85-142,0-7,12
"85-155,19-24",85-155,19-24,12
"85-163,0-7",85-163,0-7,12
"85-164,0-7",85-164,0-7,12
"85-164,9-17",85-164,9-17,48
"85-17,0-7",85-17,0-7,12
"85-17,17-19",85-17,17-19,24
"85-17,7-9",85-17,7-9,24
"85-17,9-17",85-17,9-17,22
"85-18,19-24",85-18,19-24,12
"85-194,19-24",85-194,19-24,12
"85-2,0-7",85-2,0-7,12
"85-2,17-19",85-2,17-19,84
"85-2,19-24",85-2,19-24,94
"85-2,7-9",85-2,7-9,29
"85-2,9-17",85-2,9-17,132
"85-201,17-19",85-201,17-19,12
"85-206,9-17",85-206,9-17,12
"85-21,17-19",85-21,17-19,24
"85-21,9-17",85-21,9-17,48
"85-22,19-24",85-22,19-24,24
"85-22,9-17",85-22,9-17,12
"85-24,17-19",85-24,17-19,12
"85-25,19-24",85-25,19-24,12
"85-3,0-7",85-3,0-7,204
"85-3,17-19",85-3,17-19,420
"85-3,19-24",85-3,19-24,528
"85-3,7-9",85-3,7-9,240
"85-3,9-17",85-3,9-17,2304
"85-32,9-17",85-32,9-17,12
"85-33,9-17",85-33,9-17,9
"85-41,19-24",85-41,19-24,12
"85-41,7-9",85-41,7-9,12
"85-42,9-17",85-42,9-17,48
"85-46,0-7",85-46,0-7,12
"85-46,17-19",85-46,17-19,24
"85-46,19-24",85-46,19-24,12
"85-46,7-9",85-46,7-9,12
"85-46,9-17",85-46,9-17,180
"85-47,0-7",85-47,0-7,180
"85-47,17-19",85-47,17-19,120
"85-47,19-24",85-47,19-24,216
"85-47,7-9",85-47,7-9,120
"85-47,9-17",85-47,9-17,780
"85-48,17-19",85-48,17-19,12
"85-48,19-24",85-48,19-24,24
"85-48,9-17",85-48,9-17,24
"85-6,0-7",85-6,0-7,12
"85-6,19-24",85-6,19-24,35
"85-6,9-17",85-6,9-17,12
"85-61,9-17",85-61,9-17,12
"85-62,9-17",85-62,9-17,12
"85-7,0-7",85-7,0-7,408
"85-7,17-19",85-7,17-19,516
"85-7,19-24",85-7,19-24,744
"85-7,7-9",85-7,7-9,324
"85-7,9-17",85-7,9-17,1917
"85-70,9-17",85-70,9-17,12
"85-8,9-17",85-8,9-17,12
"85-83,19-24",85-83,19-24,12
"85-83,9-17",85-83,9-17,24
"85-84,19-24",85-84,19-24,12
"85-84,9-17",85-84,9-17,48
"85-85,17-19",85-85,17-19,12
"85-86,9-17",85-86,9-17,12
"85-87,17-19",85-87,17-19,12
"85-87,9-17",85-87,9-17,36
"85-89,0-7",85-89,0-7,12
"85-89,9-17",85-89,9-17,12
"85-99,0-7",85-99,0-7,12
"85-99,7-9",85-99,7-9,12
"86-1,17-19",86-1,17-19,12
"86-1,7-9",86-1,7-9,24
"86-1,9-17",86-1,9-17,24
"86-1001,9-17",86-1001,9-17,12
"86-1013,17-19",86-1013,17-19,12
"86-1013,19-24",86-1013,19-24,12
"86-1013,9-17",86-1013,9-17,24
"86-104,7-9",86-104,7-9,24
"86-104,9-17",86-104,9-17,12
"86-128,17-19",86-128,17-19,12
"86-129,7-9",86-129,7-9,9
"86-131,7-9",86-131,7-9,12
"86-140,17-19",86-140,17-19,12
"86-164,9-17",86-164,9-17,12
"86-17,9-17",86-17,9-17,12
"86-2,9-17",86-2,9-17,12
"86-204,7-9",86-204,7-9,12
"86-3,19-24",86-3,19-24,12
"86-3,9-17",86-3,9-17,24
"86-41,17-19",86-41,17-19,12
"86-41,9-17",86-41,9-17,12
"86-45,0-7",86-45,0-7,12
"86-45,19-24",86-45,19-24,12
"86-47,0-7",86-47,0-7,12
"86-47,7-9",86-47,7-9,12
"86-54,7-9",86-54,7-9,12
"86-58,7-9",86-58,7-9,24
"86-63,0-7",86-63,0-7,48
"86-7,0-7",86-7,0-7,24
"86-7,19-24",86-7,19-24,60
"86-7,7-9",86-7,7-9,12
"86-7,9-17",86-7,9-17,24
"86-84,7-9",86-84,7-9,24
"86-85,0-7",86-85,0-7,12
"86-87,0-7",86-87,0-7,12
"86-97,19-24",86-97,19-24,12
"86-98,19-24",86-98,19-24,24
"86-98,9-17",86-98,9-17,12
"87-1,0-7",87-1,0-7,12
"87-1,17-19",87-1,17-19,24
"87-1,19-24",87-1,19-24,36
"87-1,9-17",87-1,9-17,36
"87-10,17-19",87-10,17-19,12
"87-10,19-24",87-10,19-24,12
"87-10,7-9",87-10,7-9,12
"87-1003,17-19",87-1003,17-19,12
"87-1003,19-24",87-1003,19-24,24
"87-1003,9-17",87-1003,9-17,12
"87-1004,9-17",87-1004,9-17,7
"87-1009,0-7",87-1009,0-7,12
"87-1009,19-24",87-1009,19-24,12
"87-1009,9-17",87-1009,9-17,12
"87-101,19-24",87-101,19-24,12
"87-1013,0-7",87-1013,0-7,48
"87-1013,17-19",87-1013,17-19,12
"87-1013,19-24",87-1013,19-24,48
"87-1013,7-9",87-1013,7-9,12
"87-1013,9-17",87-1013,9-17,60
"87-1015,19-24",87-1015,19-24,12
"87-104,0-7",87-104,0-7,12
"87-104,17-19",87-104,17-19,12
"87-104,19-24",87-104,19-24,24
"87-104,7-9",87-104,7-9,12
"87-104,9-17",87-104,9-17,24
"87-108,0-7",87-108,0-7,12
"87-113,9-17",87-113,9-17,12
"87-142,19-24",87-142,19-24,8
"87-155,9-17",87-155,9-17,12
"87-156,7-9",87-156,7-9,12
"87-161,9-17",87-161,9-17,12
"87-162,7-9",87-162,7-9,12
"87-163,17-19",87-163,17-19,12
"87-164,19-24",87-164,19-24,33
"87-164,9-17",87-164,9-17,12
"87-165,9-17",87-165,9-17,12
"87-17,19-24",87-17,19-24,24
"87-17,9-17",87-17,9-17,12
"87-171,17-19",87-171,17-19,12
"87-197,17-19",87-197,17-19,12
"87-199,7-9",87-199,7-9,12
"87-2,17-19",87-2,17-19,12
"87-201,0-7",87-201,0-7,12
"87-202,9-17",87-202,9-17,12
"87-203,7-9",87-203,7-9,9
"87-22,7-9",87-22,7-9,12
"87-22,9-17",87-22,9-17,12
"87-3,19-24",87-3,19-24,24
"87-3,9-17",87-3,9-17,72
"87-33,9-17",87-33,9-17,12
"87-41,7-9",87-41,7-9,12
"87-42,19-24",87-42,19-24,12
"87-42,9-17",87-42,9-17,36
"87-43,17-19",87-43,17-19,12
"87-44,9-17",87-44,9-17,12
"87-46,17-19",87-46,17-19,12
"87-46,7-9",87-46,7-9,12
"87-46,9-17",87-46,9-17,48
"87-47,19-24",87-47,19-24,12
"87-47,7-9",87-47,7-9,12
"87-47,9-17",87-47,9-17,24
"87-48,17-19",87-48,17-19,12
"87-48,9-17",87-48,9-17,12
"87-57,0-7",87-57,0-7,12
"87-6,17-19",87-6,17-19,12
"87-61,7-9",87-61,7-9,12
"87-7,0-7",87-7,0-7,24
"87-7,17-19",87-7,17-19,24
"87-7,19-24",87-7,19-24,108
"87-7,7-9",87-7,7-9,36
"87-7,9-17",87-7,9-17,96
"87-81,7-9",87-81,7-9,12
"87-83,0-7",87-83,0-7,24
"87-83,17-19",87-83,17-19,12
"87-83,19-24",87-83,19-24,12
"87-83,9-17",87-83,9-17,12
"87-84,0-7",87-84,0-7,24
